wl;00_background;01_m_c;01_m_q;02_m_c;02_m_q;03_m_c;03_m_q
542;7.228617112;13.09135974;35.31467221;22.80552968;18.1318567;45.40390042;29.93492204
543;7.248137572;13.10709837;35.40612321;22.81535983;18.1973909;45.44387639;30.02994175
544;7.267731649;13.12168066;35.49667548;22.82218297;18.26182926;45.48204366;30.12415067
545;7.287417704;13.13569298;35.58478851;22.82751358;18.32446386;45.51938467;30.21646719
546;7.307214099;13.14972168;35.66892178;22.83286611;18.38458675;45.55688181;30.30580971
547;7.327139194;13.16435313;35.74753478;22.83975503;18.44149;45.59551749;30.39109661
548;7.347211351;13.18017369;35.81908699;22.84969479;18.49446566;45.63627414;30.47124629
549;7.367448931;13.19776973;35.88203791;22.86419986;18.5428058;45.68013415;30.54517715
550;7.387870296;13.21772759;35.93484703;22.8847847;18.58580248;45.72807994;30.61180757
551;7.408573929;13.23809876;35.98017617;22.90570995;18.6244346;45.77677724;30.6729446
552;7.429615989;13.25674277;36.02177395;22.92090768;18.66023971;45.82258473;30.73116981
553;7.450951347;13.27395808;36.05973004;22.93139946;18.6933478;45.86602422;30.78656338
554;7.472534874;13.29004316;36.09413411;22.93820685;18.72388889;45.90761752;30.8392055
555;7.494321441;13.30529649;36.12507585;22.94235142;18.75199299;45.94788643;30.88917636
556;7.516265921;13.32001653;36.15264491;22.94485475;18.77779009;45.98735277;30.93655615
557;7.538323184;13.33450174;36.17693098;22.94673839;18.80141022;46.02653835;30.98142505
558;7.560448102;13.3490506;36.19802373;22.94902394;18.82298337;46.06596498;31.02386325
559;7.582595545;13.36396158;36.21601283;22.95273294;18.84263956;46.10615446;31.06395094
560;7.604720386;13.37953313;36.23098794;22.95888698;18.86050879;46.14762861;31.10176831
561;7.626777495;13.39606374;36.24303876;22.96850761;18.87672107;46.19090925;31.13739555
562;7.648721744;13.41385186;36.25225494;22.98261642;18.89140641;46.23651817;31.17091283
563;7.670508004;13.43319596;36.25872616;23.00223497;18.90469481;46.28497719;31.20240036
564;7.692656851;13.45347733;36.25915238;23.02448322;18.91453061;46.33590685;31.23018973
565;7.715610151;13.47387629;36.25096782;23.04599113;18.91922842;46.38840205;31.25294539
566;7.739204712;13.49438987;36.23536353;23.06704523;18.91947365;46.44219613;31.2712468
567;7.763277343;13.51501509;36.21353057;23.08793205;18.91595171;46.49702247;31.28567341
568;7.787664852;13.53574899;36.18666001;23.10893813;18.90934804;46.55261442;31.29680467
569;7.812204047;13.55658858;36.15594288;23.13035002;18.90034804;46.60870534;31.30522005
570;7.836731736;13.5775309;36.12257026;23.15245423;18.88963714;46.66502857;31.31149899
571;7.861084729;13.59857297;36.0877332;23.17553731;18.87790074;46.72131749;31.31622096
572;7.885099833;13.61971183;36.05262276;23.19988581;18.86582428;46.77730545;31.3199654
573;7.908613856;13.6409445;36.01842999;23.22578624;18.85409316;46.8327258;31.32331177
574;7.931463608;13.66226801;35.98634595;23.25352515;18.84339281;46.8873119;31.32683952
575;7.953485895;13.68367938;35.9575617;23.28338908;18.83440864;46.94079712;31.33112811
576;7.975257649;13.70582251;35.92732191;23.31603754;18.82429492;46.99496407;31.33382589
577;7.997400174;13.72918803;35.89066895;23.35164754;18.81011353;47.05146721;31.33249092
578;8.019816841;13.7535431;35.84849042;23.38978184;18.79241128;47.10984765;31.3275672
579;8.042411024;13.77865487;35.80167393;23.4300032;18.77173501;47.16964652;31.31949875
580;8.065086093;13.8042905;35.75110707;23.47187437;18.74863154;47.23040493;31.30872959
581;8.087745419;13.83021715;35.69767746;23.51495812;18.72364771;47.291664;31.29570372
582;8.110292375;13.85620196;35.64227269;23.55881721;18.69733034;47.35296485;31.28086516
583;8.132630333;13.8820121;35.58578036;23.6030144;18.67022627;47.41384858;31.26465792
584;8.154662663;13.90741471;35.52908808;23.64711244;18.64288231;47.47385633;31.24752601
585;8.176292738;13.93217695;35.47308346;23.69067409;18.6158453;47.5325292;31.22991346
586;8.197423929;13.95606599;35.41865409;23.73326212;18.58966206;47.58940832;31.21226426
587;8.217959608;13.97884896;35.36668758;23.77443929;18.56487943;47.6440348;31.19502244
588;8.237803147;14.00029303;35.31807154;23.81376835;18.54204423;47.69594975;31.178632
589;8.257282958;14.02191433;35.26976927;23.85441187;18.51960504;47.74701683;31.1614423
